Max_Next_4,Min_Next_4
1954.838,1941.068
1949.698,1941.068
1950.455,1941.068
1953.108,1941.068
1953.738,1942.958
1953.785,1945.808
1953.785,1948.248
1954.345,1949.768
1954.345,1949.768
1954.345,1949.768
1954.345,1950.358
1952.848,1950.358
1953.475,1950.358
1953.475,1949.945
1953.685,1949.945
1955.098,1949.945
1955.098,1949.945
1955.098,1951.765
1955.098,1951.558
1955.098,1951.035
1953.555,1951.035
1953.915,1951.035
1953.915,1950.975
1953.915,1950.975
1953.915,1950.975
1952.898,1950.975
1952.898,1950.298
1958.618,1950.298
1959.488,1950.298
1959.488,1950.298
1959.838,1953.318
1959.838,1953.378
1959.838,1953.378
1959.838,1953.378
1958.485,1952.498
1955.808,1952.498
1957.268,1952.498
1957.268,1952.498
1957.268,1952.888
1957.268,1953.438
1956.608,1953.438
1956.588,1954.645
1957.158,1954.645
1957.158,1954.678
1957.428,1954.678
1957.428,1955.508
1961.108,1955.508
1961.545,1955.508
1964.485,1955.708
1964.605,1956.715
1964.605,1960.178
1964.605,1961.228
1964.605,1961.125
1965.415,1961.125
1965.415,1961.125
1965.415,1960.355
1965.415,1960.355
1963.448,1957.278
1962.875,1955.658
1961.598,1955.658
1961.188,1954.725
1959.358,1953.335
1958.718,1953.335
1959.888,1953.335
1963.118,1953.335
1963.118,1954.298
1963.118,1955.878
1963.118,1957.048
1961.085,1957.048
1961.085,1957.048
1961.085,1958.138
1961.028,1958.138
1960.318,1958.138
1960.318,1957.505
1960.318,1957.495
1960.318,1957.318
1959.878,1954.598
1958.808,1952.018
1958.725,1934.538
1958.355,1901.045
1957.118,1901.045
1957.118,1901.045
1938.878,1901.045
1922.158,1892.948
1922.118,1887.728
1916.385,1874.735
1911.548,1868.448
1897.125,1868.448
1895.865,1868.448
1885.718,1868.448
1885.718,1859.365
1885.398,1859.225
1880.348,1859.225
1872.158,1858.068
1870.798,1853.628
1868.908,1852.338
1867.158,1851.898
1862.068,1851.898
1861.728,1850.398
1865.498,1850.398
1867.988,1850.398
1867.988,1850.398
1867.988,1857.968
1867.988,1858.328
1864.818,1855.218
1863.278,1855.218
1862.198,1855.218
1865.448,1855.218
1865.448,1855.688
1867.498,1857.295
1867.498,1860.395
1868.988,1862.875
1869.078,1863.118
1869.528,1864.798
1869.528,1863.315
1869.528,1863.315
1869.528,1863.315
1868.918,1863.315
1868.918,1861.171
1868.918,1860.138
1868.918,1860.138
1867.718,1860.138
1871.345,1860.138
1875.035,1863.528
1875.035,1864.198
1875.035,1866.588
1875.035,1868.665
1874.445,1867.505
1873.965,1867.375
1873.965,1867.375
1874.305,1867.375
1877.928,1867.375
1877.928,1870.295
1877.928,1872.105
1877.928,1874.015
1879.738,1874.485
1879.848,1875.235
1881.708,1875.365
1881.708,1876.658
1884.838,1877.975
1884.878,1877.975
1884.878,1880.185
1884.878,1880.845
1884.878,1880.905
1884.158,1879.688
1883.868,1878.908
1883.648,1878.758
1883.848,1878.758
1885.098,1878.758
1886.038,1878.758
1889.338,1880.738
1890.238,1881.908
1890.238,1881.908
1890.238,1883.515
1890.238,1883.515
1890.158,1883.515
1890.158,1883.515
1890.158,1884.268
1890.158,1884.808
1889.468,1885.098
1889.428,1884.538
1888.818,1879.878
1887.555,1875.108
1886.948,1873.538
1884.905,1872.445
1882.858,1871.748
1878.938,1867.995
1875.888,1867.335
1877.548,1867.335
1880.128,1867.335
1880.768,1867.335
1880.768,1875.308
1880.768,1875.565
1880.768,1876.878
1880.625,1876.878
1883.388,1876.308
1883.388,1876.035
1883.388,1873.478
1883.388,1873.478
1881.518,1873.478
1883.708,1873.478
1884.378,1874.108
1884.378,1875.858
1884.378,1877.838
1885.208,1877.838
1885.208,1877.838
1885.208,1877.968
1885.208,1877.968
1884.975,1877.968
1884.975,1878.465
1884.975,1881.045
1884.975,1881.045
1884.828,1881.045
1884.475,1881.045
1884.475,1881.595
1884.428,1879.705
1884.428,1876.748
1884.008,1874.568
1882.398,1874.568
1880.735,1874.568
1879.028,1874.568
1879.028,1875.948
1879.028,1876.128
1879.028,1874.025
1878.015,1874.025
1878.015,1874.025
1877.418,1872.088
1877.125,1871.775
1877.125,1871.775
1876.745,1871.775
1878.178,1871.775
1878.178,1872.525
1879.355,1874.138
1879.355,1874.158
1879.355,1874.158
1879.355,1875.435
1879.655,1875.828
1880.795,1875.828
1880.795,1876.288
1880.795,1877.705
1880.795,1876.998
1881.015,1876.998
1881.518,1876.998
1881.878,1876.998
1881.878,1878.728
1882.765,1878.855
1882.978,1879.098
1882.978,1879.925
1882.978,1879.975
1882.978,1878.158
1882.835,1878.158
1882.835,1878.158
1881.985,1878.158
1881.675,1878.758
1880.765,1878.758
1881.695,1878.918
1883.268,1878.955
1883.268,1879.628
1883.268,1879.938
1883.268,1880.278
1882.988,1880.278
1882.988,1880.908
1884.378,1880.908
1884.378,1877.268
1884.378,1874.618
1884.378,1874.468
1883.098,1874.468
1879.138,1874.468
1879.138,1874.468
1878.155,1874.688
1879.395,1874.688
1879.395,1874.688
1879.395,1875.068
1880.088,1875.068
1881.425,1875.068
1881.828,1875.795
1881.828,1877.528
1881.828,1875.708
1881.828,1875.708
1880.108,1872.158
1877.868,1869.768
1877.545,1869.768
1877.168,1869.768
1878.805,1869.768
1878.805,1871.028
1878.805,1871.028
1878.805,1870.505
1874.038,1869.868
1873.638,1868.498
1873.638,1861.628
1873.475,1858.118
1873.408,1856.208
1870.728,1856.208
1867.848,1856.208
1867.848,1856.208
1867.848,1859.115
1867.848,1858.805
1866.705,1858.805
1866.285,1858.805
1866.615,1858.805
1866.615,1861.728
1866.615,1861.728
1866.615,1861.728
1866.305,1861.938
1865.345,1860.588
1864.608,1860.588
1864.608,1860.588
1864.398,1860.588
1864.398,1861.578
1865.385,1861.655
1865.548,1861.905
1865.548,1862.605
1865.548,1863.368
1865.548,1863.545
1865.405,1862.605
1865.038,1862.605
1865.038,1862.605
1864.495,1862.605
1864.495,1862.688
1864.925,1862.688
1865.925,1862.745
1865.925,1863.355
1865.925,1863.555
1868.248,1864.415
1868.248,1864.495
1868.248,1863.818
1868.248,1863.818
1866.328,1862.758
1866.328,1862.758
1866.328,1862.588
1865.978,1862.588
1867.665,1862.588
1867.808,1862.588
1869.868,1862.878
1871.365,1862.878
1871.625,1864.415
1871.625,1867.095
1871.625,1868.145
1871.625,1868.145
1870.988,1868.145
1872.108,1868.665
1872.108,1869.118
1872.108,1869.388
1872.108,1869.388
1871.508,1869.318
1871.178,1869.318
1871.048,1869.318
1871.288,1869.318
1872.408,1869.418
1872.528,1868.618
1872.528,1868.618
1872.528,1868.618
1872.528,1868.378
1870.925,1867.248
1871.328,1867.248
1871.328,1867.248
1871.328,1867.248
1871.688,1867.805
1871.688,1867.398
1871.688,1867.285
1871.688,1863.098
1870.648,1863.098
1870.198,1863.098
1869.178,1863.098
1869.895,1863.395
1872.928,1864.695
1872.928,1864.695
1872.928,1865.818
1872.928,1868.458
1872.728,1867.468
1871.338,1867.125
1871.728,1867.125
1872.415,1867.125
1872.415,1867.125
1872.415,1868.198
1872.415,1869.655
1872.275,1869.655
1872.428,1869.655
1872.428,1870.028
1872.428,1867.445
1872.428,1867.445
1874.338,1867.445
1879.7,1867.445
1879.7,1867.478
1879.7,1869.528
1879.7,1873.135
1880.275,1874.538
1880.518,1874.538
1880.878,1874.538
1883.698,1875.668
1883.698,1875.668
1883.698,1877.798
1883.698,1877.878
1881.988,1877.038
1881.988,1877.038
1882.125,1877.038
1882.468,1877.038
1882.888,1878.188
1882.888,1877.178
1882.888,1874.368
1882.888,1874.175
1881.208,1874.175
1877.828,1874.175
1877.828,1874.175
1877.828,1874.728
1877.828,1875.588
1877.745,1875.588
1877.258,1875.045
1877.258,1875.045
1877.258,1874.468
1877.048,1874.025
1876.818,1874.025
1877.348,1874.025
1877.348,1874.025
1877.348,1875.105
1877.348,1875.758
1877.268,1874.955
1877.268,1874.955
1877.268,1874.955
1876.998,1874.735
1876.785,1873.978
1877.275,1873.978
1878.335,1873.978
1880.058,1873.978
1881.865,1874.745
1881.865,1876.515
1881.865,1876.515
1881.865,1878.418
1881.308,1878.418
1880.788,1878.418
1880.788,1878.185
1880.308,1878.185
1880.305,1876.208
1880.195,1875.835
1879.488,1875.835
1878.588,1875.835
1878.075,1875.835
1878.075,1876.258
1878.075,1876.258
1878.155,1876.258
1878.908,1876.258
1878.908,1876.328
1879.885,1876.475
1879.888,1876.475
1879.888,1876.475
1880.078,1877.628
1880.278,1878.315
1880.278,1877.895
1880.278,1877.895
1880.278,1877.895
1879.558,1877.895
1880.268,1877.988
1880.268,1877.058
1880.828,1877.058
1880.828,1877.058
1880.828,1875.715
1880.828,1875.668
1879.865,1875.668
1880.735,1875.668
1880.905,1875.668
1880.905,1876.478
1881.035,1877.993
1881.035,1877.993
1881.035,1877.993
1881.035,1877.418
1880.568,1877.205
1880.165,1877.205
1881.948,1877.205
1886.911,1877.205
1886.911,1878.128
1886.911,1878.128
1888.728,1881.628
1889.538,1884.088
1892.948,1884.145
1895.308,1885.685
1896.658,1886.775
1896.658,1887.878
1896.658,1890.278
1896.658,1890.628
1894.648,1887.628
1893.765,1887.628
1893.765,1887.628
1893.598,1887.628
1894.548,1887.948
1894.548,1887.948
1894.548,1889.528
1894.548,1889.888
1893.898,1889.888
1892.378,1889.888
1892.378,1890.455
1892.378,1889.018
1892.378,1887.878
1891.948,1886.388
1891.668,1885.885
1890.698,1884.585
1888.818,1884.585
1887.458,1884.585
1886.518,1884.585
1886.705,1884.605
1887.075,1884.605
1887.268,1884.618
1887.478,1884.695
1888.218,1886.165
1888.218,1886.518
1888.218,1886.538
1888.218,1886.665
1889.727,1886.698
1889.758,1886.628
1891.485,1886.628
1891.485,1886.628
1891.485,1886.628
1891.485,1888.718
1891.245,1889.558
1891.245,1888.371
1891.245,1888.371
1894.665,1887.508
1895.915,1887.508
1898.245,1887.508
1898.245,1887.508
1898.928,1892.628
1898.928,1893.638
1898.928,1894.903
1898.928,1894.798
1898.593,1894.798
1898.098,1894.798
1898.098,1894.798
1898.098,1894.565
1897.218,1894.565
1896.968,1894.565
1896.72,1894.565
1896.72,1894.868
1896.72,1894.475
1896.682,1893.058
1895.908,1891.528
1895.618,1890.998
1895.225,1889.398
1893.335,1888.775
1892.358,1888.775
1892.358,1888.775
1891.668,1887.595
1891.668,1887.365
1890.688,1887.365
1892.405,1887.365
1893.998,1887.365
1894.588,1888.278
1894.878,1888.715
1894.878,1890.798
1894.898,1891.008
1895.105,1891.588
1895.105,1892.378
1895.105,1893.268
1895.105,1892.685
1894.405,1892.685
1894.405,1889.925
1894.358,1889.925
1894.198,1889.788
1893.608,1889.788
1892.955,1889.788
1893.018,1864.498
1893.018,1864.498
1893.018,1864.498
1893.018,1864.498
1878.518,1865.388
1879.318,1871.278
1879.318,1871.838
1885.268,1871.838
1886.788,1871.838
1888.578,1871.838
1889.195,1874.635
1891.278,1882.065
1891.278,1885.068
1891.278,1885.695
1891.278,1886.268
1890.778,1886.268
1890.778,1886.268
1891.628,1887.215
1893.248,1887.215
1894.845,1888.505
1895.948,1889.278
1895.948,1890.203
1895.948,1891.798
1895.948,1891.298
1895.925,1888.955
1892.948,1888.168
1892.778,1888.168
1892.398,1886.955
1889.535,1886.378
1889.535,1886.378
1889.185,1886.378
1887.998,1886.378
1887.998,1885.955
1887.998,1885.855
1887.725,1885.105
1887.698,1885.105
1888.118,1885.105
1888.578,1885.105
1889.768,1885.568
1889.768,1885.568
1889.768,1886.755
1889.768,1887.745
1889.628,1887.365
1890.528,1887.365
1890.528,1887.365
1890.888,1887.365
1891.455,1888.508
1891.455,1888.508
1891.455,1886.795
1891.455,1886.795
1891.158,1886.795
1890.708,1886.795
1890.708,1887.365
1890.708,1888.018
1890.708,1888.138
1890.828,1888.138
1891.745,1888.398
1891.898,1889.028
1892.368,1889.628
1892.368,1890.493
1892.368,1889.605
1892.368,1889.353
1891.298,1887.393
1890.728,1887.168
1890.408,1887.168
1889.588,1887.168
1889.178,1887.135
1888.768,1884.718
1888.768,1884.718
1888.408,1884.198
1888.058,1884.198
1888.058,1884.198
1889.288,1884.198
1890.128,1885.715
1890.128,1886.715
1890.128,1886.485
1890.128,1885.978
1889.168,1884.118
1889.008,1884.118
1891.868,1884.118
1891.868,1884.118
1892.551,1886.545
1892.551,1887.178
1892.551,1889.598
1892.551,1888.165
1892.385,1888.165
1892.265,1888.165
1891.065,1885.768
1890.795,1885.768
1890.285,1885.768
1889.028,1885.768
1889.028,1887.178
1889.028,1887.265
1888.878,1887.098
1889.485,1887.098
1889.485,1886.805
1889.485,1886.365
1889.485,1886.158
1889.948,1886.158
1890.131,1886.158
1893.325,1886.158
1893.325,1886.275
1893.325,1886.218
1893.325,1886.143
1892.168,1886.143
1890.858,1886.143
1890.858,1886.143
1890.858,1884.568
1890.701,1884.568
1889.228,1884.568
1889.228,1884.568
1889.228,1885.508
1888.978,1885.208
1887.758,1884.905
1887.758,1884.905
1887.248,1884.905
1887.518,1884.905
1887.751,1885.745
1887.838,1885.725
1887.838,1885.375
1887.838,1885.145
1887.838,1885.145
1886.478,1885.145
1886.658,1885.145
1886.953,1885.175
1887.275,1885.225
1887.275,1885.405
1887.275,1877.698
1887.275,1876.735
1886.255,1876.735
1885.818,1876.735
1882.068,1876.735
1881.915,1878.623
1882.325,1878.623
1882.478,1878.623
1882.478,1878.623
1882.968,1879.988
1883.058,1881.375
1883.058,1881.375
1883.058,1880.688
1883.058,1879.148
1882.875,1876.198
1882.875,1876.198
1881.955,1876.198
1881.955,1876.198
1880.438,1877.138
1880.438,1877.925
1880.058,1877.638
1879.645,1877.348
1879.558,1876.195
1879.478,1875.548
1879.095,1875.548
1878.863,1875.548
1879.078,1875.548
1879.655,1876.708
1879.895,1877.225
1880.135,1878.228
1880.135,1878.525
1881.175,1878.525
1881.308,1878.525
1881.308,1878.525
1881.308,1876.588
1881.308,1876.588
1880.575,1876.588
1880.365,1876.588
1881.765,1876.818
1882.038,1877.888
1882.235,1879.298
1882.518,1879.748
1883.278,1880.118
1883.888,1880.118
1884.595,1880.605
1884.595,1880.605
1884.595,1880.605
1884.595,1880.608
1884.358,1876.625
1884.338,1876.278
1882.041,1876.278
1880.905,1875.548
1879.805,1871.478
1879.805,1871.478
1879.628,1871.478
1877.505,1871.478
1876.325,1872.908
1876.325,1868.395
1876.325,1863.508
1875.978,1863.508
1875.448,1863.508
1872.322,1863.508
1873.737,1867.545
1873.837,1868.597
1876.068,1868.855
1876.068,1868.855
1877.828,1871.587
1878.915,1871.748
1880.095,1873.768
1880.095,1875.582
1880.095,1875.121
1883.845,1875.121
1884.718,1875.121
1884.718,1875.121
1884.718,1877.875
1884.718,1879.255
1882.685,1879.255
1882.685,1879.255
1881.815,1879.255
1881.815,1878.208
1881.815,1877.818
1881.815,1874.505
1881.625,1874.318
1879.305,1874.235
1878.658,1872.255
1876.068,1872.255
1876.068,1871.605
1874.828,1871.145
1873.868,1871.145
1874.723,1871.145
1874.723,1871.145
1874.723,1871.255
1874.723,1869.285
1874.168,1868.895
1873.045,1868.895
1871.755,1868.895
1870.988,1868.895
1872.413,1869.415
1873.968,1869.638
1873.968,1869.938
1873.968,1870.538
1873.968,1870.085
1873.128,1869.128
1872.778,1868.685
1872.778,1868.355
1872.778,1868.355
1872.168,1868.355
1872.528,1868.355
1872.528,1868.785
1872.528,1868.785
1872.528,1869.335
1871.568,1869.335
1871.568,1869.335
1871.568,1870.045
1871.568,1868.708
1871.498,1866.308
1871.498,1866.048
1870.828,1866.0
1868.768,1866.0
1868.695,1866.0
1868.695,1866.0
1868.525,1866.775
1868.178,1866.0
1868.178,1866.0
1868.178,1863.198
1868.148,1858.053
1868.148,1858.053
1866.995,1858.053
1863.948,1858.053
1863.948,1860.028
1863.948,1860.028
1863.928,1860.028
1864.868,1860.868
1864.868,1860.868
1864.868,1857.408
1864.868,1857.408
1864.528,1857.265
1863.968,1855.613
1862.018,1855.008
1863.805,1855.008
1864.758,1855.008
1865.528,1855.008
1865.528,1860.895
1865.528,1857.45
1865.528,1856.425
1863.398,1856.165
1861.368,1856.165
1861.648,1856.165
1862.385,1856.165
1864.438,1856.695
1864.738,1859.908
1864.738,1860.858
1864.738,1860.228
1864.918,1860.228
1864.918,1860.228
1864.918,1859.198
1864.918,1852.568
1863.278,1852.568
1863.278,1852.568
1861.878,1852.568
1861.878,1853.958
1861.35,1855.705
1862.688,1855.705
1862.688,1856.228
1862.868,1856.248
1863.728,1857.008
1863.728,1858.503
1863.728,1858.503
1863.728,1858.503
1862.195,1858.405
1861.135,1858.405
1863.275,1858.405
1863.275,1858.405
1863.275,1859.345
1865.168,1861.055
1865.168,1862.128
1865.168,1862.128
1865.168,1862.468
1867.525,1862.468
1867.525,1862.498
1867.525,1863.275
1867.525,1863.598
1866.575,1864.045
1866.365,1863.715
1866.118,1863.288
1867.278,1863.288
1867.278,1863.288
1867.278,1863.288
1867.418,1865.095
1867.558,1865.588
1867.558,1860.918
1867.558,1860.918
1867.558,1860.908
1865.788,1860.908
1864.888,1860.908
1864.888,1860.908
1864.888,1861.105
1864.888,1861.105
1865.615,1861.105
1867.605,1861.593
1867.605,1861.593
1867.605,1862.228
1867.605,1863.795
1866.888,1863.278
1866.888,1862.025
1865.368,1862.025
1864.988,1862.025
1864.988,1862.025
1864.988,1862.615
1864.988,1862.615
1865.088,1862.615
1866.365,1863.035
1867.798,1863.578
1867.928,1864.693
1867.928,1864.785
1868.978,1866.295
1869.165,1866.295
1869.165,1866.295
1869.688,1866.415
1869.688,1866.308
1869.688,1865.508
1869.688,1865.508
1868.608,1865.278
1868.395,1865.278
1868.238,1861.0
1868.238,1861.0
1868.315,1861.0
1868.315,1861.0
1869.275,1861.885
1869.275,1865.558
1869.275,1865.515
1869.275,1865.515
1868.695,1865.515
1868.578,1865.515
1868.578,1866.325
1868.578,1866.245
1868.548,1866.233
1868.548,1865.228
1868.548,1863.315
1867.838,1863.315
1867.838,1863.315
1867.288,1863.315
1867.288,1864.405
1867.718,1865.408
1867.718,1863.908
1867.718,1863.908
1868.325,1863.908
1868.568,1863.908
1868.568,1865.478
1868.568,1865.548
1878.108,1865.548
1879.222,1865.548
1879.222,1865.548
1879.222,1867.248
1879.615,1874.528
1879.618,1874.528
1879.618,1874.528
1879.618,1873.748
1879.618,1872.685
1879.035,1872.685
1876.048,1871.305
1875.168,1871.305
1874.885,1871.265
1874.198,1871.265
1873.275,1871.265
1873.275,1871.265
1872.978,1871.348
1874.218,1871.348
1874.528,1871.578
1874.528,1871.578
1874.528,1871.928
1874.528,1872.928
1874.743,1872.928
1874.743,1872.828
1874.743,1872.828
1874.743,1872.098
1873.948,1871.965
1873.948,1871.965
1873.598,1871.468
1873.598,1869.755
1873.598,1869.755
1872.968,1869.755
1871.768,1868.528
1871.528,1868.528
1871.528,1868.528
1872.048,1868.528
1873.078,1870.068
1873.078,1870.398
1873.078,1870.475
1873.468,1871.378
1875.168,1871.398
1875.938,1871.635
1875.938,1872.408
1875.938,1871.605
1875.938,1871.605
1875.058,1871.588
1873.438,1870.388
1873.305,1870.385
1873.608,1870.385
1873.695,1870.385
1873.695,1870.385
1873.745,1872.528
1873.745,1872.318
1873.745,1872.318
1873.745,1872.318
1873.618,1872.318
1873.958,1872.438
1874.592,1872.608
1874.608,1872.763
1874.608,1872.995
1874.665,1872.995
1875.658,1872.995
1876.038,1873.065
1876.038,1873.308
1876.038,1871.808
1876.038,1871.808
1875.388,1871.808
1875.458,1871.808
1875.458,1872.703
1875.458,1871.835
1875.458,1870.102
1875.058,1868.515
1874.818,1867.925
1873.108,1867.925
1872.278,1867.925
1870.748,1866.575
1870.705,1866.575
1870.278,1866.575
1869.768,1864.175
1869.768,1864.175
1868.865,1864.175
1867.388,1863.358
1867.288,1863.358
1867.288,1863.358
1868.738,1863.358
1868.798,1863.368
1868.798,1864.598
1868.838,1865.538
1869.008,1865.538
1869.008,1862.398
1869.008,1862.398
1869.008,1862.398
1867.958,1862.398
1868.088,1863.138
1868.088,1864.748
1868.088,1840.928
1868.088,1835.715
1867.678,1835.688
1865.968,1834.458
1843.191,1833.548
1840.298,1830.958
1840.298,1830.778
1837.968,1830.778
1839.088,1830.778
1839.088,1830.778
1839.088,1832.118
1839.088,1835.275
1840.528,1836.948
1840.648,1836.948
1840.648,1837.398
1841.005,1837.745
1841.005,1838.695
1841.005,1837.665
1841.005,1837.228
1839.628,1837.228
1839.338,1837.228
1839.815,1837.228
1840.305,1837.305
1840.305,1837.445
1840.305,1835.375
1840.305,1835.375
1839.998,1835.375
1838.105,1835.375
1838.208,1835.515
1838.948,1835.515
1838.948,1835.478
1838.948,1835.478
1838.948,1834.858
1838.255,1830.768
1838.255,1830.768
1838.255,1830.768
1835.865,1830.768
1836.188,1831.095
1836.188,1829.328
1836.188,1826.365
1836.188,1826.365
1833.918,1826.365
1832.035,1825.488
1830.488,1824.665
1828.975,1821.294
1827.895,1821.188
1827.284,1821.188
1827.545,1821.188
1827.545,1821.188
1827.545,1824.138
1827.545,1823.948
1826.13,1823.828
1826.13,1823.378
1825.324,1823.378
1826.238,1823.378
1826.338,1822.508
1828.879,1822.508
1828.879,1822.508
1828.879,1822.508
1829.545,1825.718
1829.545,1825.718
1831.788,1826.615
1832.855,1827.128
1832.855,1827.435
1832.855,1827.344
1832.855,1827.344
1830.998,1826.075
1830.633,1826.075
1830.633,1823.448
1829.358,1823.448
1828.188,1823.448
1827.905,1823.448
1827.015,1824.448
1827.015,1821.418
1827.015,1817.774
1826.945,1816.035
1825.898,1811.666
1824.108,1810.138
1820.155,1807.458
1818.095,1805.544
1815.258,1805.544
1815.825,1805.544
1815.825,1805.544
1815.825,1808.515
1815.825,1809.265
1813.858,1806.178
1812.795,1804.308
1812.795,1804.283
1812.795,1804.283
1810.133,1803.915
1810.133,1803.034
1810.133,1801.535
1808.488,1801.535
1808.434,1801.215
1808.434,1800.774
1808.434,1799.988
1806.675,1799.988
1807.953,1799.988
1807.953,1799.988
1807.953,1802.778
1807.953,1802.775
1805.978,1802.775
1805.795,1802.775
1804.485,1802.775
1806.618,1802.835
1806.618,1802.835
1806.978,1802.835
1808.208,1803.835
1808.208,1804.518
1808.208,1804.458
1808.208,1804.458
1807.568,1804.216
1806.105,1803.375
1806.105,1803.355
1806.105,1803.355
1807.895,1803.355
1808.068,1803.355
1808.068,1805.025
1808.068,1805.025
1808.068,1805.635
1808.565,1805.948
1808.565,1805.948
1808.565,1805.948
1808.565,1805.498
1810.908,1805.498
1810.908,1805.498
1810.908,1805.498
1810.908,1805.925
1810.115,1805.078
1811.768,1805.078
1811.768,1805.078
1812.058,1805.078
1812.058,1806.428
1812.058,1809.195
1812.058,1809.205
1811.435,1809.205
1811.105,1807.905
1811.105,1807.515
1811.105,1803.615
1809.705,1803.175
1809.315,1803.175
1807.535,1801.495
1805.758,1801.495
1805.054,1801.495
1805.415,1801.495
1806.215,1802.585
1806.215,1804.158
1806.215,1802.695
1806.215,1802.535
1806.119,1802.535
1806.119,1802.535
1806.374,1802.535
1806.448,1803.578
1806.448,1803.815
1807.028,1804.715
1809.458,1804.715
1810.984,1804.715
1813.998,1805.445
1814.999,1805.858
1814.999,1808.655
1814.999,1809.034
1814.999,1809.034
1813.905,1809.034
1814.138,1809.034
1814.138,1810.355
1814.138,1810.388
1814.138,1808.328
1813.718,1807.948
1813.518,1807.948
1811.145,1806.375
1810.998,1806.375
1811.548,1806.375
1813.955,1806.375
1813.955,1807.858
1813.955,1808.885
1813.955,1809.665
1814.678,1810.415
1814.678,1810.415
1815.045,1810.465
1816.558,1810.465
1816.558,1810.465
1816.558,1810.465
1816.558,1810.385
1815.688,1810.385
1817.578,1810.385
1817.578,1810.385
1817.578,1809.768
1817.578,1809.768
1813.708,1809.768
1813.508,1809.768
1813.508,1810.078
1812.964,1810.078
1812.964,1809.955
1812.684,1809.955
1811.705,1809.955
1811.278,1808.838
1810.948,1808.515
1810.948,1808.005
1810.598,1807.015
1809.645,1806.568
1809.385,1805.875
1809.245,1803.878
1809.038,1803.878
1809.038,1803.878
1809.038,1803.878
1808.665,1804.568
1808.665,1805.118
1808.665,1805.775
1808.665,1806.085
1808.545,1804.758
1807.345,1804.758
1807.175,1804.758
1807.885,1804.758
1809.588,1804.878
1809.588,1804.878
1809.588,1805.258
1809.588,1806.608
1810.575,1806.608
1812.008,1806.805
1812.008,1807.098
1812.008,1807.098
1812.008,1807.098
1811.768,1807.098
1812.555,1807.698
1812.555,1807.978
1812.555,1810.438
1812.555,1809.828
1812.375,1808.555
1812.045,1808.555
1811.758,1808.555
1811.748,1808.555
1811.748,1809.845
1811.748,1810.358
1811.748,1810.358
1811.368,1809.718
1811.368,1809.718
1811.368,1809.718
1811.175,1809.718
1811.175,1809.575
1811.175,1806.928
1811.175,1806.688
1810.388,1806.688
1810.798,1806.688
1810.805,1806.688
1813.365,1808.388
1813.365,1809.238
1813.365,1809.665
1816.128,1810.018
1818.088,1810.924
1818.088,1811.028
1818.088,1811.278
1818.088,1813.688
1817.849,1813.688
1817.849,1813.688
1817.365,1812.905
1817.365,1812.905
1817.365,1812.905
1815.405,1812.905
1814.945,1810.938
1814.945,1810.938
1814.918,1810.938
1814.918,1810.938
1814.918,1811.078
1814.918,1813.368
1815.018,1813.368
1815.018,1813.148
1815.018,1812.3
1815.018,1812.065
1814.795,1812.065
1815.155,1812.065
1815.155,1812.065
1815.155,1812.548
1815.155,1812.725
1814.435,1812.725
1814.358,1812.725
1814.358,1807.868
1814.285,1805.634
1814.018,1805.634
1814.018,1805.634
1810.498,1805.634
1810.498,1806.425
1810.498,1808.155
1810.498,1808.268
1811.905,1808.268
1811.905,1808.268
1811.905,1808.168
1811.905,1807.818
1811.048,1807.818
1810.668,1807.818
1811.348,1807.818
1811.348,1808.488
1811.348,1808.535
1811.348,1808.738
1810.605,1808.345
1811.935,1808.345
1812.995,1808.345
1813.065,1808.345
1813.778,1809.615
1813.778,1809.7
1813.778,1809.7
1813.778,1809.5
1811.608,1809.5
1811.488,1809.038
1811.488,1808.905
1810.188,1807.648
1810.128,1807.215
1810.128,1807.215
1810.078,1807.215
1809.658,1807.215
1809.658,1807.564
1809.658,1807.564
1809.658,1806.805
1809.378,1806.805
1809.025,1806.805
1808.585,1806.805
1810.254,1802.468
1810.978,1802.468
1810.978,1802.468
1810.978,1802.468
1810.978,1808.638
1810.348,1808.245
1810.045,1808.175
1809.668,1806.788
1809.955,1806.788
1810.377,1806.788
1811.368,1806.788
1811.368,1807.498
1811.368,1807.628
1811.368,1807.628
1810.165,1807.628
1810.625,1807.628
1810.625,1807.435
1810.625,1807.155
1810.625,1807.108
1809.948,1807.108
1809.678,1807.108
1809.678,1807.098
1809.678,1805.965
1809.065,1805.965
1809.065,1805.268
1808.148,1805.268
1808.148,1805.268
1807.775,1804.178
1807.805,1804.178
1807.805,1804.178
1807.805,1792.915
1807.805,1792.298
1807.478,1780.775
1806.958,1774.718
1798.368,1774.718
1794.525,1774.218
1783.865,1774.218
1783.868,1774.218
1783.868,1774.218
1783.868,1777.439
1785.268,1777.855
1785.268,1777.855
1785.268,1779.885
1786.418,1781.675
1788.588,1781.675
1788.588,1781.685
1788.588,1784.066
1788.588,1784.066
1787.248,1784.066
1788.414,1784.105
1788.414,1784.765
1788.414,1784.898
1788.414,1785.785
1789.808,1785.785
1789.808,1785.308
1789.808,1785.308
1789.808,1785.308
1787.338,1785.308
1787.448,1781.93
1787.448,1780.725
1787.448,1780.725
1787.448,1780.725
1785.565,1780.725
1785.565,1781.238
1785.565,1781.238
1784.135,1780.61
1784.018,1780.61
1784.018,1777.215
1782.814,1764.245
1782.397,1764.245
1781.754,1764.245
1777.988,1764.245
1774.075,1765.765
