gap,gap_segment,predicted_max_diff_open,predicted_min_diff_open
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.14,1,0.6485782,-0.5858562
2.141,1,0.6487942,-0.58609146
2.144,1,0.64944196,-0.58679706
2.145,1,0.64965785,-0.58703226
2.145,1,0.64965785,-0.58703226
2.146,1,0.64987373,-0.5872674
2.146,1,0.64987373,-0.5872674
2.147,1,0.65008974,-0.58750266
2.147,1,0.65008974,-0.58750266
2.148,1,0.6503056,-0.5877379
2.148,1,0.6503056,-0.5877379
2.149,1,0.65052164,-0.5879731
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.15,1,0.6507375,-0.5882083
2.151,1,0.6509534,-0.5884435
2.151,1,0.6509534,-0.5884435
2.152,1,0.65116936,-0.5886787
2.153,1,0.6513853,-0.5889139
2.153,1,0.6513853,-0.5889139
2.153,1,0.6513853,-0.5889139
2.153,1,0.6513853,-0.5889139
2.153,1,0.6513853,-0.5889139
2.153,1,0.6513853,-0.5889139
2.155,1,0.65181714,-0.5893843
2.156,1,0.6520331,-0.5896196
2.157,1,0.65224904,-0.5898548
2.157,1,0.65224904,-0.5898548
2.157,1,0.65224904,-0.5898548
2.158,1,0.6524649,-0.59009
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.16,1,0.65289676,-0.5905604
2.164,1,0.6537605,-0.59150124
2.164,1,0.6537605,-0.59150124
2.164,1,0.6537605,-0.59150124
2.166,1,0.6541923,-0.59197164
2.166,1,0.6541923,-0.59197164
2.166,1,0.6541923,-0.59197164
2.166,1,0.6541923,-0.59197164
2.167,1,0.65440834,-0.59220684
2.167,1,0.65440834,-0.59220684
2.167,1,0.65440834,-0.59220684
2.167,1,0.65440834,-0.59220684
2.167,1,0.65440834,-0.59220684
2.168,1,0.6546242,-0.5924421
2.169,1,0.6548401,-0.59267724
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.17,1,0.6550561,-0.59291255
2.171,1,0.655272,-0.5931477
2.171,1,0.655272,-0.5931477
2.171,1,0.655272,-0.5931477
2.173,1,0.65570396,-0.5936182
2.173,1,0.65570396,-0.5936182
2.173,1,0.65570396,-0.5936182
2.174,1,0.6559198,-0.59385335
2.174,1,0.6559198,-0.59385335
2.174,1,0.6559198,-0.59385335
2.176,1,0.6563517,-0.59432375
2.176,1,0.6563517,-0.59432375
2.177,1,0.65656763,-0.594559
2.177,1,0.65656763,-0.594559
2.177,1,0.65656763,-0.594559
2.179,1,0.6569994,-0.59502935
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.18,1,0.6572154,-0.5952646
2.181,1,0.6574313,-0.5954998
2.181,1,0.6574313,-0.5954998
2.182,1,0.6576472,-0.59573495
2.182,1,0.6576472,-0.59573495
2.183,1,0.6578632,-0.5959702
2.183,1,0.6578632,-0.5959702
2.183,1,0.6578632,-0.5959702
2.185,1,0.65829504,-0.5964406
2.187,1,0.65872693,-0.5969111
2.188,1,0.65894276,-0.5971462
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.19,1,0.6593747,-0.5976167
2.191,1,0.6595906,-0.5978519
2.191,1,0.6595906,-0.5978519
2.193,1,0.6600225,-0.59832233
2.194,1,0.6602384,-0.59855753
2.195,1,0.6604543,-0.5987927
2.196,1,0.6606703,-0.59902793
2.196,1,0.6606703,-0.59902793
2.196,1,0.6606703,-0.59902793
2.196,1,0.6606703,-0.59902793
2.197,1,0.66088617,-0.5992632
2.197,1,0.66088617,-0.5992632
2.197,1,0.66088617,-0.5992632
2.197,1,0.66088617,-0.5992632
2.198,1,0.6611021,-0.59949833
2.199,1,0.661318,-0.59973353
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.2,1,0.66153395,-0.5999688
2.201,1,0.6617499,-0.600204
2.201,1,0.6617499,-0.600204
2.201,1,0.6617499,-0.600204
2.203,1,0.66218174,-0.6006744
2.203,1,0.66218174,-0.6006744
2.203,1,0.66218174,-0.6006744
2.204,1,0.6623977,-0.60090965
2.204,1,0.6623977,-0.60090965
2.205,1,0.66261363,-0.60114485
2.205,1,0.66261363,-0.60114485
2.207,1,0.66304547,-0.60161525
2.207,1,0.66304547,-0.60161525
2.207,1,0.66304547,-0.60161525
2.207,1,0.66304547,-0.60161525
2.209,1,0.66347736,-0.60208565
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.21,1,0.66369325,-0.60232085
2.213,1,0.66434103,-0.60302645
2.213,1,0.66434103,-0.60302645
2.213,1,0.66434103,-0.60302645
2.213,1,0.66434103,-0.60302645
2.214,1,0.664557,-0.6032617
2.214,1,0.664557,-0.6032617
2.214,1,0.664557,-0.6032617
2.214,1,0.664557,-0.6032617
2.214,1,0.664557,-0.6032617
2.214,1,0.664557,-0.6032617
2.216,1,0.6649889,-0.6037321
2.217,1,0.66520476,-0.6039673
2.217,1,0.66520476,-0.6039673
2.217,1,0.66520476,-0.6039673
2.218,1,0.66542065,-0.6042025
2.218,1,0.66542065,-0.6042025
2.219,1,0.66563666,-0.60443777
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.22,1,0.66585255,-0.60467297
2.222,1,0.6662844,-0.60514337
2.222,1,0.6662844,-0.60514337
2.223,1,0.66650033,-0.60537857
2.223,1,0.66650033,-0.60537857
2.223,1,0.66650033,-0.60537857
2.223,1,0.66650033,-0.60537857
2.226,1,0.6671481,-0.6060842
2.227,1,0.66736406,-0.6063194
2.227,1,0.66736406,-0.6063194
2.227,1,0.66736406,-0.6063194
2.227,1,0.66736406,-0.6063194
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.23,1,0.6680118,-0.607025
2.231,1,0.6682278,-0.6072602
2.233,1,0.6686596,-0.6077307
2.233,1,0.6686596,-0.6077307
2.233,1,0.6686596,-0.6077307
2.233,1,0.6686596,-0.6077307
2.233,1,0.6686596,-0.6077307
2.233,1,0.6686596,-0.6077307
2.234,1,0.6688755,-0.6079659
2.234,1,0.6688755,-0.6079659
2.236,1,0.6693075,-0.60843635
2.236,1,0.6693075,-0.60843635
2.236,1,0.6693075,-0.60843635
2.237,1,0.66952336,-0.6086715
2.237,1,0.66952336,-0.6086715
2.237,1,0.66952336,-0.6086715
2.237,1,0.66952336,-0.6086715
2.237,1,0.66952336,-0.6086715
2.237,1,0.66952336,-0.6086715
2.237,1,0.66952336,-0.6086715
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.24,1,0.67017114,-0.6093772
2.241,1,0.670387,-0.60961235
2.243,1,0.6708189,-0.6100828
2.243,1,0.6708189,-0.6100828
2.244,1,0.6710348,-0.61031795
2.244,1,0.6710348,-0.61031795
2.244,1,0.6710348,-0.61031795
2.245,1,0.67125076,-0.61055315
2.246,1,0.6714667,-0.6107884
2.247,1,0.67168266,-0.6110236
2.247,1,0.67168266,-0.6110236
2.247,1,0.67168266,-0.6110236
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.25,1,0.67233044,-0.61172926
2.251,1,0.67254627,-0.6119644
2.253,1,0.67297816,-0.61243486
2.253,1,0.67297816,-0.61243486
2.253,1,0.67297816,-0.61243486
2.253,1,0.67297816,-0.61243486
2.254,1,0.67319417,-0.6126701
2.254,1,0.67319417,-0.6126701
2.255,1,0.67341006,-0.6129053
2.255,1,0.67341006,-0.6129053
2.255,1,0.67341006,-0.6129053
2.255,1,0.67341006,-0.6129053
2.257,1,0.67384195,-0.6133757
2.257,1,0.67384195,-0.6133757
2.257,1,0.67384195,-0.6133757
2.257,1,0.67384195,-0.6133757
2.257,1,0.67384195,-0.6133757
2.257,1,0.67384195,-0.6133757
2.257,1,0.67384195,-0.6133757
2.257,1,0.67384195,-0.6133757
2.258,1,0.67405784,-0.61361086
2.258,1,0.67405784,-0.61361086
2.259,1,0.6742738,-0.6138461
2.259,1,0.6742738,-0.6138461
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.26,1,0.67448974,-0.6140813
2.261,1,0.6747056,-0.6143165
2.261,1,0.6747056,-0.6143165
2.261,1,0.6747056,-0.6143165
2.263,1,0.6751375,-0.614787
2.263,1,0.6751375,-0.614787
2.263,1,0.6751375,-0.614787
2.264,1,0.6753534,-0.6150221
2.264,1,0.6753534,-0.6150221
2.265,1,0.6755693,-0.6152574
2.266,1,0.6757853,-0.6154926
2.267,1,0.6760012,-0.6157278
2.267,1,0.6760012,-0.6157278
2.267,1,0.6760012,-0.6157278
2.267,1,0.6760012,-0.6157278
2.267,1,0.6760012,-0.6157278
2.267,1,0.6760012,-0.6157278
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.27,1,0.67664903,-0.61643344
2.271,1,0.6768649,-0.61666864
2.271,1,0.6768649,-0.61666864
2.271,1,0.6768649,-0.61666864
2.273,1,0.67729676,-0.61713904
2.273,1,0.67729676,-0.61713904
2.273,1,0.67729676,-0.61713904
2.273,1,0.67729676,-0.61713904
2.273,1,0.67729676,-0.61713904
2.273,1,0.67729676,-0.61713904
2.273,1,0.67729676,-0.61713904
2.274,1,0.6775127,-0.61737424
2.274,1,0.6775127,-0.61737424
2.275,1,0.67772865,-0.6176095
2.276,1,0.67794454,-0.61784464
2.277,1,0.6781605,-0.6180799
2.277,1,0.6781605,-0.6180799
2.277,1,0.6781605,-0.6180799
2.277,1,0.6781605,-0.6180799
2.277,1,0.6781605,-0.6180799
2.277,1,0.6781605,-0.6180799
2.277,1,0.6781605,-0.6180799
2.277,1,0.6781605,-0.6180799
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.28,1,0.6788083,-0.6187855
2.281,1,0.6790242,-0.6190207
2.281,1,0.6790242,-0.6190207
2.283,1,0.67945606,-0.6194911
2.283,1,0.67945606,-0.6194911
2.283,1,0.67945606,-0.6194911
2.283,1,0.67945606,-0.6194911
2.285,1,0.67988795,-0.61996156
2.287,1,0.6803198,-0.62043196
2.287,1,0.6803198,-0.62043196
2.287,1,0.6803198,-0.62043196
2.287,1,0.6803198,-0.62043196
2.287,1,0.6803198,-0.62043196
2.288,1,0.6805358,-0.6206672
2.289,1,0.6807517,-0.6209024
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.29,1,0.68096757,-0.6211376
2.291,1,0.68118346,-0.62137276
2.293,1,0.68161535,-0.6218432
2.294,1,0.68183124,-0.6220784
2.294,1,0.68183124,-0.6220784
2.295,1,0.68204725,-0.6223137
2.295,1,0.68204725,-0.6223137
2.296,1,0.6822632,-0.6225489
2.296,1,0.6822632,-0.6225489
2.297,1,0.682479,-0.6227841
2.297,1,0.682479,-0.6227841
2.297,1,0.682479,-0.6227841
2.297,1,0.682479,-0.6227841
2.298,1,0.68269503,-0.6230193
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.3,1,0.6831268,-0.6234896
2.301,1,0.6833428,-0.62372494
2.301,1,0.6833428,-0.62372494
2.302,1,0.6835587,-0.62396014
2.307,1,0.6846384,-0.6251362
2.307,1,0.6846384,-0.6251362
2.307,1,0.6846384,-0.6251362
2.307,1,0.6846384,-0.6251362
2.307,1,0.6846384,-0.6251362
2.307,1,0.6846384,-0.6251362
2.307,1,0.6846384,-0.6251362
2.307,1,0.6846384,-0.6251362
2.309,1,0.6850703,-0.6256066
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.31,1,0.68528616,-0.6258418
2.311,1,0.6855021,-0.62607706
2.313,1,0.68593395,-0.62654746
2.313,1,0.68593395,-0.62654746
2.313,1,0.68593395,-0.62654746
2.313,1,0.68593395,-0.62654746
2.313,1,0.68593395,-0.62654746
2.313,1,0.68593395,-0.62654746
2.313,1,0.68593395,-0.62654746
2.314,1,0.68614984,-0.6267826
2.314,1,0.68614984,-0.6267826
2.314,1,0.68614984,-0.6267826
2.315,1,0.68636584,-0.62701786
2.315,1,0.68636584,-0.62701786
2.316,1,0.68658173,-0.62725306
2.316,1,0.68658173,-0.62725306
2.317,1,0.6867976,-0.62748826
2.317,1,0.6867976,-0.62748826
2.317,1,0.6867976,-0.62748826
2.317,1,0.6867976,-0.62748826
2.319,1,0.6872295,-0.6279587
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
2.32,1,0.68744546,-0.62819386
